"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0396186,0.0396186,0.110415,0.117902,0.112785,0.104517,0.0958284,0.0876263,0.0801939,0.0735783,0.067735,0.0625868,0.0580498,0.0540437,0.0504962
"SD",0.0396186,0.0396186,0.220831,0.353707,0.45114,0.522583,0.57497,0.613384,0.641551,0.662205,0.67735,0.688455,0.696597,0.702568,0.706947
"Expected_age",1.15493,1.93673,2.76253,3.6348,4.55617,5.52939,6.55739,7.64324,8.7902,10.0017,11.2814,12.6331,14.0609,15.5691,17.1621
