"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.287199,0.287199,0.143599,0.0957329,0.0718,0.0574416,0.0478759,0.0410772,0.0361579,0.0332951,0.0362379,0.067354,0.252096,1.29309,7.14285
"SD",0.287199,0.287199,0.287199,0.287199,0.2872,0.287208,0.287255,0.287541,0.289263,0.299656,0.362379,0.740894,3.02515,16.8102,99.9999
"Expected_age",0.74211,1.55425,2.42457,3.35723,4.35669,5.42774,6.5755,7.80548,9.12356,10.536,12.0497,13.6718,15.4101,17.2728,19.269
