"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372,0.102372
"SD",0.102372,0.102372,0.204744,0.307116,0.409488,0.51186,0.614232,0.716605,0.818977,0.921349,1.02372,1.12609,1.22846,1.33084,1.43321
"Expected_age",0.485238,1.45571,2.42619,3.39666,4.36714,5.33761,6.30809,7.27856,8.24904,9.21951,10.19,11.1605,12.1309,13.1014,14.0719
