"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.001,0.001,0.103019,0.108381,0.0985826,0.0869043,0.0763114,0.0673472,0.0599135,0.053765,0.0486543,0.0443716,0.0407487,0.0376543,0.0349863
"SD",0.001,0.001,0.206037,0.325143,0.39433,0.434521,0.457868,0.47143,0.479308,0.483885,0.486543,0.488087,0.488984,0.489506,0.489808
"Expected_age",0.503133,1.5094,2.51567,3.52193,4.5282,5.53447,6.54073,7.547,8.55327,9.55953,10.5658,11.5721,12.5783,13.5846,14.5909
