"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.216086,0.216086,0.147648,0.122358,0.108031,0.098214,0.0907481,0.0846995,0.0795956,0.0751688,0.0712544,0.0677446,0.0645646,0.0616604,0.0589915
"SD",0.216086,0.216086,0.295295,0.367075,0.432123,0.49107,0.544488,0.592897,0.636765,0.676519,0.712544,0.745191,0.774776,0.801586,0.825881
"Expected_age",0.500452,1.50136,2.50226,3.50317,4.50407,5.50498,6.50588,7.50679,8.50769,9.50859,10.5095,11.5104,12.5113,13.5122,14.5131
