"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.270074,0.270074,0.173155,0.132425,0.107836,0.0908235,0.0782237,0.0685029,0.0607905,0.0545413,0.0493912,0.0450859,0.041442,0.038324,0.0356299
"SD",0.270074,0.270074,0.346311,0.397274,0.431343,0.454118,0.469342,0.47952,0.486324,0.490872,0.493912,0.495945,0.497303,0.498212,0.498819
"Expected_age",0.500306,1.50092,2.50153,3.50214,4.50275,5.50336,6.50397,7.50458,8.50519,9.50581,10.5064,11.507,12.5076,13.5083,14.5089
