"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.187671,0.187671,0.146932,0.118023,0.0975091,0.0829516,0.0726214,0.0652908,0.0600889,0.0563975,0.053778,0.0519192,0.0506001,0.0496641,0.0489998
"SD",0.187671,0.187671,0.293865,0.35407,0.390036,0.414758,0.435728,0.457036,0.480711,0.507578,0.53778,0.571111,0.607201,0.645633,0.685998
"Expected_age",0.503154,1.50946,2.51577,3.52208,4.52839,5.53469,6.541,7.54731,8.55362,9.55993,10.5662,11.5725,12.5789,13.5852,14.5915
