"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.249471,0.249471,0.174323,0.126489,0.09604,0.0766583,0.064321,0.0564679,0.0514691,0.0482871,0.0462617,0.0449724,0.0441517,0.0436294,0.0432968
"SD",0.249471,0.249471,0.348646,0.379466,0.38416,0.383291,0.385926,0.395275,0.411753,0.434584,0.462617,0.494697,0.529821,0.567182,0.606156
"Expected_age",0.726863,1.59167,2.49704,3.44486,4.43712,5.47592,6.56344,7.70195,8.89386,10.1417,11.448,12.8155,14.2473,15.7461,17.3152
