"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0402395,0.0402395,0.12606,0.128811,0.117893,0.105108,0.0932923,0.0830629,0.0743985,0.0671002,0.0609426,0.0557207,0.0512623,0.0474273,0.0441033
"SD",0.0402395,0.0402395,0.25212,0.386432,0.471572,0.525542,0.559754,0.58144,0.595188,0.603902,0.609426,0.612928,0.615148,0.616555,0.617447
"Expected_age",0.511762,1.53529,2.55881,3.58234,4.60586,5.62938,6.65291,7.67643,8.69996,9.72348,10.747,11.7705,12.7941,13.8176,14.8411
