"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067,0.121067
"SD",0.121067,0.121067,0.242134,0.363201,0.484268,0.605335,0.726402,0.847469,0.968536,1.0896,1.21067,1.33174,1.4528,1.57387,1.69494
"Expected_age",0.497253,1.49176,2.48627,3.48077,4.47528,5.46978,6.46429,7.4588,8.4533,9.44781,10.4423,11.4368,12.4313,13.4258,14.4203
