"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031,0.1031
"SD",0.1031,0.1031,0.2062,0.3093,0.412399,0.515499,0.618599,0.721699,0.824799,0.927899,1.031,1.1341,1.2372,1.3403,1.4434
"Expected_age",0.497944,1.49383,2.48972,3.48561,4.48149,5.47738,6.47327,7.46916,8.46505,9.46093,10.4568,11.4527,12.4486,13.4445,14.4404
