"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277,0.100277
"SD",0.100277,0.100277,0.200553,0.30083,0.401106,0.501383,0.601659,0.701936,0.802213,0.902489,1.00277,1.10304,1.20332,1.3036,1.40387
"Expected_age",0.331421,1.3521,2.37916,3.41264,4.45257,5.49901,6.55198,7.61153,8.6777,9.75054,10.8301,11.9164,13.0094,14.1093,15.2161
