"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621,0.0655621
"SD",0.0655621,0.0655621,0.131124,0.196686,0.262248,0.327811,0.393373,0.458935,0.524497,0.590059,0.655621,0.721183,0.786745,0.852307,0.91787
"Expected_age",0.101186,1.13971,2.19582,3.26982,4.36201,5.47269,6.60219,7.75082,8.9189,10.1068,11.3147,12.5432,13.7924,15.0628,16.3547
