"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.250608,0.250608,0.171884,0.123518,0.0938023,0.0755455,0.0643289,0.0574376,0.0532037,0.0506025,0.0490044,0.0480225,0.0474192,0.0470486,0.0468209
"SD",0.250608,0.250608,0.343768,0.370553,0.375209,0.377728,0.385974,0.402063,0.42563,0.455423,0.490044,0.528247,0.569031,0.611632,0.655492
"Expected_age",0.716495,1.58376,2.49147,3.44152,4.43588,5.47661,6.56589,7.70597,8.89923,10.1481,11.4553,12.8234,14.2554,15.7541,17.3227
