"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.146165,0.146165,0.134715,0.124084,0.114215,0.105052,0.0965456,0.0886484,0.0813167,0.0745102,0.0681911,0.0623245,0.0568781,0.0518217,0.0471274
"SD",0.146165,0.146165,0.269429,0.372252,0.456858,0.52526,0.579273,0.620539,0.650534,0.670592,0.681911,0.685569,0.682537,0.673682,0.659784
"Expected_age",0.512182,1.53655,2.56091,3.58528,4.60964,5.63401,6.65837,7.68274,8.7071,9.73147,10.7558,11.7802,12.8046,13.8289,14.8533
