"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.229934,0.229934,0.137024,0.107809,0.0946731,0.0881101,0.0849644,0.0838972,0.0842521,0.0856776,0.087976,0.0910346,0.0947923,0.0992208,0.104315
"SD",0.229934,0.229934,0.274049,0.323426,0.378692,0.44055,0.509786,0.58728,0.674017,0.771099,0.87976,1.00138,1.13751,1.28987,1.46041
"Expected_age",0.444861,1.44246,2.4476,3.46035,4.48075,5.50887,6.54478,7.58851,8.64014,9.69973,10.7673,11.843,12.9268,14.0188,15.1191
