"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.251081,0.251081,0.157663,0.116849,0.0924636,0.0760878,0.0643736,0.0556318,0.0488958,0.0435692,0.0392647,0.0357213,0.0327576,0.0302444,0.0280875
"SD",0.251081,0.251081,0.315327,0.350547,0.369854,0.380439,0.386242,0.389423,0.391167,0.392123,0.392647,0.392934,0.393091,0.393178,0.393225
"Expected_age",0.661247,1.5482,2.47244,3.43552,4.43909,5.48483,6.57453,7.71003,8.89326,10.1262,11.411,12.7498,14.1448,15.5985,17.1133
