"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.171729,0.171729,0.130059,0.112076,0.100441,0.0916392,0.0844646,0.0783755,0.073082,0.0684088,0.0642392,0.0604903,0.0571,0.0540196,0.05121
"SD",0.171729,0.171729,0.260118,0.336228,0.401764,0.458196,0.506787,0.548628,0.584656,0.615679,0.642392,0.665394,0.6852,0.702255,0.71694
"Expected_age",0.486677,1.46003,2.43338,3.40674,4.38009,5.35345,6.3268,7.30015,8.27351,9.24686,10.2202,11.1936,12.1669,13.1403,14.1136
