"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814,0.0863814
"SD",0.0863814,0.0863814,0.172763,0.259144,0.345526,0.431907,0.518289,0.60467,0.691052,0.777433,0.863814,0.950196,1.03658,1.12296,1.20934
"Expected_age",0.0944499,1.14016,2.17752,3.2066,4.22746,5.24017,6.24479,7.2414,8.23005,9.2108,10.1837,11.1489,12.1063,13.0561,13.9984
