"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643,0.106643
"SD",0.106643,0.106643,0.213286,0.319929,0.426572,0.533216,0.639859,0.746502,0.853145,0.959788,1.06643,1.17307,1.27972,1.38636,1.493
"Expected_age",0.500281,1.50084,2.50141,3.50197,4.50253,5.50309,6.50366,7.50422,8.50478,9.50535,10.5059,11.5065,12.507,13.5076,14.5082
