"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.20763,0.20763,0.13035,0.106695,0.096635,0.0921804,0.0906855,0.0910325,0.0926778,0.0953353,0.0988488,0.103135,0.108155,0.113898,0.120374
"SD",0.20763,0.20763,0.2607,0.320086,0.38654,0.460902,0.544113,0.637227,0.741423,0.858018,0.988488,1.13449,1.29786,1.48067,1.68524
"Expected_age",0.585613,1.53002,2.49769,3.48922,4.50517,5.54616,6.6128,7.70573,8.82559,9.97304,11.1488,12.3535,13.5879,14.8527,16.1486
