"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.159524,0.159524,0.145911,0.120861,0.100107,0.084134,0.0719161,0.0624696,0.055048,0.0491156,0.0442927,0.0403091,0.0369712,0.0341377,0.0317044
"SD",0.159524,0.159524,0.291822,0.362582,0.400428,0.42067,0.431497,0.437287,0.440384,0.442041,0.442927,0.443401,0.443654,0.44379,0.443862
"Expected_age",0.503502,1.5105,2.51751,3.52451,4.53151,5.53852,6.54552,7.55252,8.55953,9.56653,10.5735,11.5805,12.5875,13.5945,14.6015
