"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.255688,0.255688,0.15499,0.12247,0.107041,0.0984851,0.0934007,0.0903304,0.0885474,0.0876492,0.0873958,0.0876358,0.0882696,0.0892295,0.0904682
"SD",0.255688,0.255688,0.30998,0.367411,0.428162,0.492425,0.560404,0.632313,0.708379,0.788842,0.873958,0.963994,1.05924,1.15998,1.26656
"Expected_age",0.500325,1.50098,2.50163,3.50228,4.50293,5.50358,6.50423,7.50488,8.50553,9.50618,10.5068,11.5075,12.5081,13.5088,14.5094
