"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.256166,0.256166,0.154787,0.122154,0.106765,0.0983217,0.0933939,0.0905144,0.0889514,0.0883008,0.088322,0.0888638,0.0898275,0.0911464,0.0927751
"SD",0.256166,0.256166,0.309574,0.366463,0.427061,0.491608,0.560364,0.6336,0.711611,0.794707,0.88322,0.977502,1.07793,1.1849,1.29885
"Expected_age",0.500305,1.50092,2.50153,3.50214,4.50275,5.50336,6.50397,7.50458,8.50519,9.5058,10.5064,11.507,12.5076,13.5082,14.5088
