"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.214968,0.214968,0.156273,0.14025,0.135184,0.134758,0.136889,0.140707,0.145797,0.151951,0.159065,0.167095,0.176031,0.185891,0.196708
"SD",0.214968,0.214968,0.312545,0.42075,0.540737,0.673791,0.821335,0.984946,1.16637,1.36756,1.59065,1.83804,2.11237,2.41658,2.75391
"Expected_age",0.759953,1.66785,2.59675,3.54714,4.51951,5.51438,6.53227,7.5737,8.63923,9.7294,10.8448,11.986,13.1536,14.3482,15.5704
