"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.185378,0.185378,0.146492,0.118281,0.0978127,0.082963,0.0721895,0.0643731,0.0587023,0.054588,0.0516031,0.0494375,0.0478663,0.0467264,0.0458994
"SD",0.185378,0.185378,0.292985,0.354842,0.391251,0.414815,0.433137,0.450612,0.469618,0.491292,0.516031,0.543812,0.574396,0.607444,0.642592
"Expected_age",0.599266,1.54788,2.51299,3.49487,4.49382,5.51014,6.54412,7.59608,8.66632,9.75517,10.8629,11.99,13.1366,14.3032,15.49
