"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934,0.0644934
"SD",0.0644934,0.0644934,0.128987,0.19348,0.257974,0.322467,0.38696,0.451454,0.515947,0.580441,0.644934,0.709428,0.773921,0.838414,0.902908
"Expected_age",0.103305,1.13838,2.19209,3.26477,4.35678,5.46845,6.60014,7.75221,8.92503,10.119,11.3344,12.5717,13.8313,15.1136,16.419
