"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592,0.110592
"SD",0.110592,0.110592,0.221185,0.331777,0.442369,0.552962,0.663554,0.774147,0.884739,0.995331,1.10592,1.21652,1.32711,1.4377,1.54829
"Expected_age",0.955698,1.82782,2.72375,3.64416,4.58971,5.56109,6.55899,7.58416,8.63732,9.71925,10.8307,11.9726,13.1456,14.3507,15.5887
