"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.0631358,0.0631358,0.101995,0.11629,0.121549,0.123484,0.124195,0.124457,0.124553,0.124589,0.124602,0.124607,0.124609,0.124609,0.124609
"SD",0.0631358,0.0631358,0.203989,0.34887,0.486196,0.617418,0.745172,0.8712,0.996428,1.1213,1.24602,1.37067,1.4953,1.61992,1.74453
"Expected_age",0.505984,1.51795,2.52992,3.54188,4.55385,5.56582,6.57779,7.58975,8.60172,9.61369,10.6257,11.6376,12.6496,13.6616,14.6735
