"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.172761,0.172761,0.133273,0.111389,0.0992614,0.0925404,0.0888157,0.0867515,0.0856075,0.0849735,0.0846222,0.0844275,0.0843196,0.0842598,0.0842266
"SD",0.172761,0.172761,0.266546,0.334167,0.397046,0.462702,0.532894,0.60726,0.68486,0.764762,0.846222,0.928702,1.01183,1.09538,1.17917
"Expected_age",0.487571,1.46271,2.43785,3.413,4.38814,5.36328,6.33842,7.31356,8.28871,9.26385,10.239,11.2141,12.1893,13.1644,14.1396
