"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.133388,0.133388,0.119649,0.106622,0.0942697,0.0825573,0.0714517,0.0609214,0.0509367,0.0414692,0.0324922,0.0239802,0.0159093,0.0082564,0.00100001
"SD",0.133388,0.133388,0.239298,0.319866,0.377079,0.412787,0.42871,0.42645,0.407493,0.373223,0.324922,0.263783,0.190911,0.107333,0.0140001
"Expected_age",0.526029,1.50268,2.49058,3.48988,4.50071,5.52318,6.55745,7.60364,8.6619,9.73236,10.8152,11.9104,13.0184,14.1391,15.2727
