"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105,0.122105
"SD",0.122105,0.122105,0.244211,0.366316,0.488421,0.610527,0.732632,0.854738,0.976843,1.09895,1.22105,1.34316,1.46526,1.58737,1.70948
"Expected_age",0.499257,1.49777,2.49629,3.4948,4.49331,5.49183,6.49034,7.48886,8.48737,9.48588,10.4844,11.4829,12.4814,13.4799,14.4785
