"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.241187,0.241187,0.166801,0.121117,0.0930613,0.075831,0.0652492,0.0587505,0.0547594,0.0523083,0.050803,0.0498785,0.0493108,0.0489621,0.0487479
"SD",0.241187,0.241187,0.333601,0.363352,0.372245,0.379155,0.391495,0.411254,0.438075,0.470775,0.50803,0.548664,0.591729,0.636507,0.682471
"Expected_age",0.673099,1.55917,2.48172,3.44226,4.44234,5.48359,6.56771,7.69647,8.8717,10.0953,11.3693,12.6957,14.0768,15.5147,17.0118
