"","Age 0","Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14"
"Reader",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"True_Age",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"CV",0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974,0.176974
"SD",0.176974,0.176974,0.353947,0.530921,0.707895,0.884868,1.06184,1.23882,1.41579,1.59276,1.76974,1.94671,2.12368,2.30066,2.47763
"Expected_age",0.521326,1.56398,2.60663,3.64928,4.69193,5.73459,6.77724,7.81989,8.86254,9.90519,10.9478,11.9905,13.0331,14.0758,15.1185
